food_id,food_name_ar,food_name_en,ingredients_ar,ingredients_en,description_ar,description_en,main_category_ar,main_category_en,calorie_category,rating_avg,image_url,calories_per_100g,fats_per_100g,protein_per_100g,carbs_per_100g,user_1_rating,user_2_rating,user_3_rating,user_4_rating,user_5_rating,user_6_rating,user_7_rating,user_8_rating,user_9_rating,user_10_rating,user_11_rating,user_12_rating,user_13_rating,user_14_rating,user_15_rating,user_16_rating,user_17_rating,user_18_rating,user_19_rating,user_20_rating
70,بابا غنوج,Baba Ghanoush,باذنجان مشوي، طحينة، ثوم، ليمون,"Roasted eggplant, tahini, garlic, lemon",سلطة باذنجان مشوي مهروس بالطحينة,Mashed roasted eggplant salad with tahini,نباتي,Vegetarian,Low,4.7,https://upload.wikimedia.org/wikipedia/commons/5/50/Baba_ghanoush.jpg,107.0,8.9,2.4,6.2,,,,4.0,4.0,,,,3.0,,,,,3.0,,,,,1.0,
72,كشك صعيدي,Upper Egypt Kishk,لبن، دقيق، بصل محمر,"Milk, flour, fried onions",أكلة صعيدية مصنوعة من اللبن والدقيق والبصل,"Upper Egyptian dish made from milk, flour, and fried onions",نباتي,Vegetarian,Medium,4.5,https://upload.wikimedia.org/wikipedia/commons/d/d7/Kishk.jpg,130.0,4.5,6.5,17.0,,,,,,4.0,,1.0,,,,,3.0,,5.0,,,,,
73,قرع عسل بالبشاميل,Pumpkin with Béchamel,قرع عسل، سكر، بشاميل، لبن,"Pumpkin, sugar, béchamel, milk",حلوى مصرية بالقرع والبشاميل,Egyptian dessert made with pumpkin and béchamel,حلويات,Dessert,High,4.8,https://upload.wikimedia.org/wikipedia/commons/1/1f/Pumpkin_b%C3%A9chamel.jpg,218.0,11.1,13.6,18.8,4.0,,,,5.0,3.0,5.0,,4.0,1.0,,4.0,5.0,,,,,4.0,,
74,لسان عصفور بالكبد والقوانص,Orzo with Liver & Gizzards,لسان عصفور، كبد، قوانص، بصل,"Orzo pasta, liver, gizzards, onion",أكلة شعبية من المعجنات بالكبد والقوانص,Popular Egyptian orzo with liver and gizzards,لحوم,Meat,Medium,4.5,https://upload.wikimedia.org/wikipedia/commons/e/e7/Orzo_pasta_egyptian.jpg,195.0,10.0,20.0,4.0,,,,,2.0,,,,,,,2.0,,,,,,1.0,,
75,رز صيادية,Sayadeya Rice,رز، سمك، بصل، صلصة,"Rice, fish, onion, sauce",رز مصري بالسمك والبصل المحمر,Egyptian fish rice with caramelized onions,أسماك,Seafood,Medium,4.8,https://upload.wikimedia.org/wikipedia/commons/0/0a/Sayadeya_Rice.jpg,158.0,4.2,15.3,17.9,4.0,5.0,,,,5.0,,,3.0,,,,4.0,,,3.0,2.0,,,
76,كحك العيد,Eid Kahk,دقيق، سمن، سكر بودرة، سمسم,"Flour, butter, powdered sugar, sesame",كحك العيد المصري التقليدي,Traditional Egyptian Eid cookies,حلويات,Dessert,High,4.9,https://upload.wikimedia.org/wikipedia/commons/f/f7/Kahk.jpg,445.0,22.0,7.0,57.0,3.0,,,,1.0,,,,,,,,,,,,1.0,,,
77,مهلبية بالفانيليا,Vanilla Mahalabia,لبن، نشا، سكر، فانيليا,"Milk, starch, sugar, vanilla",بودينغ مصري خفيف بالفانيليا,Egyptian milk pudding flavored with vanilla,حلويات,Dessert,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/7/7f/Mahalabia.jpg,119.0,3.9,3.8,18.2,5.0,3.0,,1.0,3.0,,,,3.0,2.0,1.0,,5.0,,,,,,,
78,قرص طرية,Soft Oras Bread,دقيق، سمن، لبن، خميرة,"Flour, butter, milk, yeast",قرص مصرية طرية بتتاكل مع العسل أو الجبن,Soft Egyptian bread served with honey or cheese,معجنات,Pastry,Medium,4.8,https://upload.wikimedia.org/wikipedia/commons/5/59/Egyptian_Oras.jpg,312.0,16.4,7.8,36.2,,,,,4.0,,,1.0,2.0,4.0,,,1.0,,,,2.0,1.0,1.0,5.0
79,مسقعة بالبشاميل,Moussaka with Béchamel,باذنجان، لحمة مفرومة، بشاميل,"Eggplant, minced meat, béchamel",مسقعة باللحم والبشاميل بالفرن,Egyptian moussaka baked with béchamel,لحوم,Meat,High,4.8,https://upload.wikimedia.org/wikipedia/commons/d/df/Moussaka_egyptian.jpg,218.0,11.1,13.6,18.8,,,,,,,,,,3.0,,,5.0,,,,,3.0,2.0,
80,كشري إسكندراني,Alexandrian Koshari,مكرونة، عدس، بطاطس، شطة,"Pasta, lentils, potatoes, chili",نسخة إسكندرانية من الكشري بدون رز,Alexandrian version of koshari without rice,نباتي,Vegetarian,Medium,4.7,https://upload.wikimedia.org/wikipedia/commons/4/44/Alexandrian_Koshari.jpg,140.0,3.3,4.3,23.3,2.0,5.0,,3.0,4.0,5.0,,3.0,,1.0,,,1.0,4.0,,3.0,,,,
81,كركديه,Karkade (Hibiscus Drink),زهور كركديه مجففة، مياه، سكر,"Dried hibiscus flowers, water, sugar",مشروب مصري شعبي، حمضي ومنعش، يقدم بارداً أو ساخناً.,"A popular, tangy, and refreshing Egyptian drink, served hot or cold.",عصائر ومشروبات باردة,Juices & Cold Drinks,Medium,4.7,https://static.webteb.net/images/content/tbl_articles_article_33392_345ab6847a8-320d-4ac7-b40b-6afff456d02f.jpg,37.0,0.0,0.4,9.1,,,,,5.0,4.0,,,,,4.0,2.0,,,,3.0,,,,
82,تمر هندي,Tamarind Drink,عجينة تمر هندي، مياه، سكر,"Tamarind paste, water, sugar",مشروب رمضاني تقليدي، معروف بمذاقه الحلو والحامض.,"A classic Ramadan drink, known for its sweet and sour taste.",عصائر ومشروبات باردة,Juices & Cold Drinks,Medium,4.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,47.0,0.1,0.4,11.8,4.0,3.0,,,,,,,2.0,,,1.0,1.0,,2.0,3.0,5.0,,,2.0
83,خشاف,Khoshaf,تين مجفف، بلح، مشمش مجفف، زبيب، مكسرات، ماء/لبن,"Dried figs, dates, apricots, raisins, nuts, water/milk",مشروب سلطة فواكه مجففة، يقدم تقليدياً في رمضان.,"A sweet fruit salad drink, traditionally served in Ramadan.",مشروبات رمضانية,Ramadan Drinks,Medium,4.8,https://www.justfood.tv/UserFiles/khachaf-10-11-20_justfood.jpg,150.0,0.5,1.5,35.0,,,4.0,4.0,4.0,3.0,,,,,,,,4.0,,1.0,4.0,,,
84,عصير قصب,Sugarcane Juice,عيدان قصب،,Sugarcane stalks,من أشهر المشروبات الشوارعية وأكثرها إنعاشاً في مصر.,One of the most common and refreshing street drinks in Egypt.,عصائر ومشروبات باردة,Juices & Cold Drinks,High,4.5,https://static.webteb.net/images/content/tbl_articles_article_15203_4766164b496-bbfa-4d96-b370-b1b473bfcc0b.jpg,76.0,0.0,0.1,19.2,,2.0,,,5.0,1.0,,,1.0,,,,,,,2.0,2.0,,2.0,
85,سحلب,Sahlab,لبن، بودرة سحلب، سكر، ويزين بالمكسرات والقرفة,"Milk, sahlab powder (starch), sugar, topped with nuts and cinnamon",مشروب شتوي سميك ودسم ودافئ، مشهور جداً في البرد.,"A thick, creamy, warm winter drink, very popular in cold weather.",مشروبات ساخنة,Hot Drinks,High,4.7,https://kitchen.sayidaty.net/uploads/small/4e/4e30cbcbe210be305f38a741dab48874_w750_h500.jpg,98.0,3.2,3.1,14.7,,,4.0,2.0,,1.0,,5.0,,,,,3.0,,5.0,,5.0,,4.0,2.0
86,قهوة تركي,Turkish Coffee,بن مطحون ناعم، ماء، سكر (اختياري),"Fine ground coffee, water, sugar (optional)",الطريقة التقليدية لعمل القهوة في مصر، وتقدم في فنجان صغير.,"The traditional way of preparing coffee in Egypt, served in a small cup.",مشروبات ساخنة,Hot Drinks,Low,4.4,https://alhallabeg.com/wp-content/uploads/2023/02/318_Turkish-coffee.jpg,1.0,0.0,0.1,0.0,,,3.0,,1.0,,,,4.0,3.0,,4.0,,,,,,,,5.0
87,شاي بالنعناع,Mint Tea,شاي أسود، ماء، سكر، أوراق نعناع طازج,"Black tea, water, sugar, fresh mint leaves",المشروب الساخن اليومي في مصر، عادةً ما يكون تقيل ومُسكر.,"The daily ritual hot drink in Egypt, usually strong and sweet.",مشروبات ساخنة,Hot Drinks,Low,4.6,https://static.webteb.net/images/content/tbl_articles_article_33487_115bd3bd2d2-bd75-452d-9f34-5d4190fc99d4.jpg,1.0,0.0,0.0,0.3,,4.0,,,3.0,1.0,,,,,,,4.0,,,,,,,5.0
88,عصير دوم,Doum Drink,بودرة ثمرة الدوم، ماء، سكر,"Ground doum fruit, water, sugar",مشروب بطعم ترابي ومُسكر خفيف، يقدم بارداً عادةً.,"A slightly sweet and earthy flavored drink, typically served cold.",عصائر ومشروبات باردة,Juices & Cold Drinks,Medium,4.5,https://static.webteb.net/images/content/tbl_articles_article_24262_561e63667b2-6f6c-4f15-919e-cba0a9fed488.png,49.0,0.1,0.4,12.1,3.0,,,,1.0,1.0,,,,,,,,,5.0,,,3.0,,
89,سوبيا,Sobia,أرز/خبز منقوع في ماء، حليب جوز الهند، سكر، فانيليا,"Rice/Bread soaked in water, coconut milk, sugar, vanilla",مشروب حلو، كريمي، بطعم جوز الهند، أساسي في رمضان.,"A sweet, creamy, coconut-flavored drink, a Ramadan staple.",مشروبات رمضانية,Ramadan Drinks,Medium,4.6,https://upload.wikimedia.org/wikipedia/commons/6/65/Egyptian_food.jpg,89.0,1.8,1.6,17.2,,,1.0,4.0,1.0,,,4.0,,5.0,,,4.0,,1.0,5.0,,,,
90,حلبه,Helba (Fenugreek Drink),بذور حلبه، ماء، عسل أو سكر,"Fenugreek seeds, water, honey or sugar",مشروب عشبي دافئ ومر قليلاً، غالباً ما يتم تناوله لفوائده الصحية.,"A warm, herbal, slightly bitter drink, often consumed for its health benefits.",مشروبات ساخنة,Hot Drinks,Medium,4.3,https://kitchen.sayidaty.net/uploads/small/f1/f13240eff9e8d26e175a5e3b41aed361_w750_h500.jpg,26.0,0.4,1.8,4.3,,,2.0,,5.0,,,2.0,3.0,,3.0,,,,,,,5.0,1.0,
91,عصير موز باللبن,Banana with Milk Juice,موز، حليب، سكر، تلج,"Banana, milk, sugar, ice",عصير مصري كلاسيكي كريمي ومغذي، غالباً ما يقدم مخلوطاً وبارداً.,"A creamy and nutritious classic Egyptian juice, often served blended cold.",عصائر ومشروبات باردة,Juices & Cold Drinks,High,4.8,https://img.youm7.com/large/202202270628372837.jpg,49.0,0.1,0.4,12.1,5.0,,,3.0,,,,4.0,,5.0,,,4.0,,,,,1.0,,2.0
92,عصير مانجة,Mango Juice,فاكهة المانجو، ماء، سكر (اختياري),"Mango fruit, water, sugar (optional)",ملك العصائر الصيفية المصرية، يكون عادةً سميكاً و غنياً.,"The king of Egyptian summer juices, usually thick and rich.",عصائر ومشروبات باردة,Juices & Cold Drinks,Medium,4.9,https://static.webteb.net/images/content/tbl_articles_article_24793_27148e9e3e8-6292-4f02-9d57-74b03cb1d9bb.jpg,60.0,0.2,0.4,14.8,,,5.0,5.0,2.0,,5.0,5.0,,2.0,,,1.0,,,4.0,,,,4.0
93,عصير جوافة,Guava Juice,فاكهة الجوافة، حليب، سكر,"Guava fruit, milk, sugar",عصير شعبي سميك، حلو، وحليبي، يقدم بارداً في الغالب.,"A popular thick, sweet, and milky juice, often served cold.",عصائر ومشروبات باردة,Juices & Cold Drinks,Medium,4.7,https://www.eldahan.com/foods/Guava_Juice.jpg,52.0,0.4,0.6,12.3,5.0,5.0,,3.0,,3.0,,,,2.0,,5.0,1.0,,4.0,5.0,,,1.0,
94,عصير ليمون بالنعناع,Lemon with Mint Juice,عصير ليمون، ماء، سكر، نعناع طازج,"Lemon juice, water, sugar, fresh mint",مشروب بارد منعش للغاية، مشهور بتأثيره المبرد.,"A highly refreshing cold drink, famous for its cooling effect.",عصائر ومشروبات باردة,Juices & Cold Drinks,Low,4.6,https://shamlola.s3.amazonaws.com/Shamlola_Images/9/src/e18622db8edce666321e692933adf4fe89b56295.jpg,22.0,0.1,0.3,6.9,,,5.0,,4.0,,,,,,,,2.0,,1.0,2.0,,,,
95,عصير خروب,Carob (Kharoub) Drink,قرون الخروب، ماء، سكر,"Carob pods, water, sugar",مشروب غامق، حلو ومنعش، وهو مفضل آخر في رمضان.,"A dark, sweet, and refreshing drink, another Ramadan favorite.",مشروبات رمضانية,Ramadan Drinks,Medium,4.5,https://shms.ps/uploads/images/2021/04/SieXJ.jpg,49.0,0.1,0.4,12.1,4.0,2.0,,4.0,2.0,,,,,,,5.0,4.0,2.0,1.0,,1.0,,2.0,2.0
96,عرق سوس,Erk Sous (Licorice Drink),جذور عرق السوس، ماء، بيكربونات الصوديوم,"Licorice root, water, baking soda",مشروب رغوي، غامق، ومر قليلاً، مشهور عند الباعة الجائلين.,"A foamy, dark, and slightly bitter drink, popular with street vendors.",عصائر ومشروبات باردة,Juices & Cold Drinks,Low,4.4,https://cdn.al-ain.com/images/2022/3/31/133-225303-ramadan-licorice-drink-benefits_700x400.jpg,38.0,0.0,0.2,9.4,,,,,,,2.0,4.0,,4.0,,1.0,,,,,,1.0,,
97,هوت شوكليت,Hot Chocolate,حليب، بودرة كاكاو، سكر، قشطة (اختياري),"Milk, cocoa powder, sugar, cream (optional)",مشروب ساخن عالمي شعبي، يستهلك بكثرة في الشتاء بمصر.,"A popular international hot drink, widely consumed in winter in Egypt.",مشروبات ساخنة,Hot Drinks,High,4.6,https://www.anediblemosaic.com/wp-content/uploads//2021/02/french-hot-chocolate-featurd-image.jpg,77.0,2.3,3.2,10.7,2.0,,,,2.0,,5.0,,4.0,,,,2.0,,,,,4.0,,2.0
98,جنزبيل (مشروب),Ginger Drink,جنزبيل طازج، ماء ساخن، ليمون، عسل,"Fresh ginger, hot water, lemon, honey",مشروب ساخن ودافئ وعلاجي، يؤخذ غالباً في الطقس البارد.,"A warming and medicinal hot drink, often taken in cold weather.",مشروبات ساخنة,Hot Drinks,Low,4.3,https://static.webteb.net/images/content/tbl_articles_article_26333_5471fb71287-97e4-490a-bb24-854d8b1c6f32.jpg,5.0,0.0,0.1,1.2,,,,,1.0,,,,3.0,,,,5.0,1.0,,4.0,,,,
99,ينسون,Anise Drink (Yansoun),بذور اليانسون، ماء ساخن، سكر,"Anise seeds, hot water, sugar",مشروب عشبي مهدئ، يستخدم عادة للاسترخاء أو الهضم.,"A soothing herbal drink, commonly used for relaxation or digestion.",مشروبات ساخنة,Hot Drinks,Low,4.2,https://static.webteb.net/images/content/tbl_articles_article_22595_3538268532a-c360-44d8-967c-dcdb31b8293f.jpg,3.0,0.0,0.1,0.7,,2.0,1.0,5.0,,5.0,,,3.0,4.0,,,2.0,,,,,,2.0,
100,شاي سادة,Black Tea (Sada),شاي أسود، ماء ساخن,"Black tea, hot water",أبسط أشكال الشاي المصري اليومي، بدون حليب أو سكر.,"The simplest form of the daily Egyptian tea, without milk or sugar.",مشروبات ساخنة,Hot Drinks,Low,4.1,https://media.gemini.media/img/large/2018/2/17/2018_2_17_10_8_42_906.jpg,1.0,0.0,0.0,0.3,4.0,,,,2.0,,3.0,,1.0,3.0,,,,,5.0,1.0,1.0,2.0,,3.0
101,حليب بالعسل,Milk with Honey,حليب، عسل,"Milk, honey",مشروب بسيط ومغذي ودافئ، مشهور على الفطار.,"A simple, nutritious, and warming drink, popular for breakfast.",مشروبات ساخنة,Hot Drinks,Low,4.5,https://media.gemini.media/img/large/2021/7/3/2021_7_3_3_34_33_965.jpg,90.0,2.5,3.5,14.0,,,1.0,,,,5.0,3.0,4.0,2.0,4.0,2.0,1.0,,,,,,,1.0
102,نسكافيه ساخن,Hot Nescafe,قهوة سريعة الذوبان، ماء ساخن، سكر، حليب (اختياري),"Instant coffee, hot water, sugar, milk (optional)",مشروب القهوة العصري في مصر، يقدم غالباً بالكثير من الرغوة.,"The modern Egyptian coffee fix, often served with a lot of foam.",مشروبات ساخنة,Hot Drinks,Low,4.4,https://www.nescafe.com/mena/sites/default/files/2023-04/RecipeHero_AlmondCappuccino_1066x1066_compressed.jpg,18.0,0.4,0.6,3.2,1.0,,,,2.0,,5.0,,1.0,5.0,,,,,3.0,,,,,
103,عصير تفاح,Apple Juice,فاكهة التفاح، ماء، سكر (اختياري),"Apple fruit, water, sugar (optional)",عصير طازج شائع وصحي متوفر في معظم محلات العصير.,A common and healthy fresh juice available in most juice shops.,عصائر ومشروبات باردة,Juices & Cold Drinks,Low,4.3,https://static.webteb.net/images/content/tbl_articles_article_25156_89328875a1f-f677-480e-aafe-702022faba74.jpg,46.0,0.1,0.1,11.3,,,,,,,,2.0,,2.0,,1.0,,4.0,3.0,,,,5.0,3.0
104,عصير برتقال,Orange Juice,فاكهة البرتقال، ثلج (اختياري),"Orange fruit, ice (optional)",عصير الحمضيات المحبوب عالمياً، أساسي على الفطار.,"The universally loved citrus juice, a breakfast staple.",عصائر ومشروبات باردة,Juices & Cold Drinks,Low,4.8,https://kitchen.sayidaty.net/uploads/small/34/340140fab949d7370ecd7e13fe39aead_w750_h750.jpg,45.0,0.1,0.7,10.4,,,1.0,,4.0,,3.0,1.0,,4.0,,,,4.0,5.0,,,,,3.0
105,عصير بطيخ,Watermelon Juice,قطع بطيخ، ثلج (اختياري),"Watermelon chunks, ice (optional)",عصير صيفي مرطب ومنعش للغاية.,A highly hydrating and refreshing summer juice.,عصائر ومشروبات باردة,Juices & Cold Drinks,Low,4.7,https://img-global.cpcdn.com/recipes/8354/400x400cq80/photo.jpg,49.0,0.1,0.4,12.1,,,,,,3.0,,4.0,5.0,5.0,,,,,,,5.0,,5.0,1.0
106,عصير فراولة,Strawberry Juice,فراولة، ماء، سكر، تلج,"Strawberries, water, sugar, ice",عصير موسمي زاهي، حلو، وشعبي.,"A bright, sweet, and popular seasonal juice.",عصائر ومشروبات باردة,Juices & Cold Drinks,Medium,4.6,https://kitchen.sayidaty.net/uploads/node/1574764188_node.jpg,33.0,0.2,0.7,7.7,5.0,,,1.0,,,,,2.0,1.0,,,5.0,,,,,,,4.0
107,ليمونادة,Lemonade,عصير ليمون، ماء، سكر، تلج,"Lemon juice, water, sugar, ice",المشروب البارد المنعش البسيط والكلاسيكي.,The simple and classic refreshing cold drink.,عصائر ومشروبات باردة,Juices & Cold Drinks,Low,4.5,https://www.cookingwithalia.com/wp-content/uploads/2021/04/CWA-Lemonade-007.jpg,22.0,0.1,0.3,6.9,4.0,,,,,,,1.0,,3.0,3.0,5.0,1.0,,,,,,,
108,سموزي أفوكادو,Avocado Smoothie,أفوكادو، حليب، عسل، مكسرات,"Avocado, milk, honey, nuts",سموزي سميك، غني، وصحي، يكتسب شعبية.,"A thick, rich, and healthy smoothie, gaining popularity.",سموزي ومخفوقات,Smoothies & Shakes,High,4.8,https://www.ngmisr.com/wp-content/uploads/2023/11/Screenshot_2023-11-11-18-22-30-31_40deb401b9ffe8e1df2f1cc5ba480b12.jpg,160.0,14.7,2.0,8.5,,,,,,,,2.0,,1.0,,,3.0,,,3.0,,,4.0,5.0
109,بلح باللبن,Date MilkSmoothie,بلح، حليب، عسل (اختياري),"Dates, milk, honey (optional)",مشروب حلو ويعطي طاقة، يستهلك غالباً قبل التمرين.,"A sweet and energy-boosting drink, often consumed before a workout.",سموزي ومخفوقات,Smoothies & Shakes,High,4.7,https://upload.wikimedia.org/wikipedia/commons/1/1b/Mango_milkshake.jpg,94.0,1.2,2.8,18.4,5.0,3.0,,3.0,,,,2.0,5.0,,4.0,,1.0,,,1.0,2.0,,2.0,
110,عصير تين,Fig Juice,تين طازج، حليب، سكر,"Fresh figs, milk, sugar",عصير موسمي غني وحلو، أقل شيوعاً من غيره.,"A seasonal, rich, and sweet juice, less common than others.",سموزي ومخفوقات,Smoothies & Shakes,Medium,4.4,https://shamlola.s3.amazonaws.com/Shamlola_Images/7/src/4b6cdf2ce74517ba5b41c179777b406a33bd25d1.jpg,94.0,1.2,2.8,18.4,2.0,,,2.0,,,,,,,3.0,,,2.0,,,,5.0,,5.0
111,عصير رمان,Pomegranate Juice,بذور رمان، ماء، سكر (اختياري),"Pomegranate seeds, water, sugar (optional)",عصير لاذع وصحي، يكتسب شعبية أكبر مؤخراً.,"A tart and healthy juice, gaining more popularity recently.",عصائر ومشروبات باردة,Juices & Cold Drinks,Medium,4.6,https://static.webteb.net/images/content/tbl_articles_article_18781_29cf234465-bced-48eb-be88-c5330b506b3f.jpg,54.0,0.3,0.4,13.1,,4.0,,,1.0,,,5.0,5.0,3.0,,5.0,1.0,5.0,3.0,4.0,5.0,,,2.0
112,شاي بالقرنفل,Clove Tea,شاي أسود، ماء، سكر، قرنفل,"Black tea, water, sugar, cloves",شاي ساخن متبل، معروف برائحته القوية وتأثيره الدافئ.,"A spiced hot tea, known for its strong aroma and warming effect.",مشروبات ساخنة,Hot Drinks,Low,4.3,https://www.alwahdahnews.net/wp-content/uploads/2022/11/0cortonfl-tea.jpg,1.0,0.0,0.0,0.3,4.0,,1.0,,4.0,,,,,1.0,5.0,3.0,3.0,1.0,3.0,,5.0,1.0,,
113,حليب بسحلب وجنزبيل,Milk with Sahlab and Ginger,حليب، بودرة سحلب، جنزبيل، سكر,"Milk, sahlab powder, ginger, sugar",مشروب شتوي دافئ للغاية، يخلط دسامة السحلب مع بهارات الجنزبيل.,"A highly warming winter drink, mixing sahlab's creaminess with ginger's spice.",مشروبات ساخنة,Hot Drinks,High,4.8,https://kitchen.sayidaty.net/uploads/small/84/846d159c68e01dba7ca29416acedb2b8_w750_h500.jpg,98.0,3.2,3.1,14.7,,,,,,1.0,4.0,,,,,,,,3.0,,,4.0,,4.0
